cntr_01,dist_x,pang_x,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
1,1.190520,78.758100,3.4227564454E+02,2.2609151230E+01,646104300004276,342.2759959,22.6092157,646,4,3,zg,451,235,496,257,1.437800E+01,1.300000E-02,2.753765E-06,6.603305E-01,9.810612E-03,1.444836E+01,5.176544E-03,1.438885E+01,1.162258E-02,1.434326E+01
2,0.300669,-120.827246,1.8840008992E+00,3.3290727500E+01,1692103300007642,1.8839151,33.2906847,1692,3,3,zg,85,85,89,88,1.355100E+01,1.500000E-02,2.470297E-07,1.563393E+00,1.822808E-02,1.360530E+01,1.212978E-02,1.356024E+01,1.150294E-02,1.350112E+01
3,0.146838,-10.458199,2.0741270907E+00,1.8132895389E+01,1545114300000370,2.0741193,18.1329355,1545,14,3,zg,80,80,81,81,1.417600E+01,1.300000E-02,2.285628E-07,1.024585E+00,1.330425E-02,1.422333E+01,6.727695E-03,1.418321E+01,9.735145E-03,1.412535E+01
4,0.262068,-34.333975,6.7614379471E+00,-7.8531967128E+00,1390108400003200,6.7613965,-7.8531366,1390,8,4,zg,52,12,53,12,1.393600E+01,1.600000E-02,2.702700E-07,9.437479E-01,1.507047E-02,1.396350E+01,8.175373E-03,1.392964E+01,1.284327E-02,1.389196E+01
5,null,null,1.0356219925E+01,-2.2352333543E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6,0.151098,27.324616,1.0397384177E+01,2.0154623611E+01,1597102100002213,10.3974047,20.1546609,1597,2,1,zg,79,79,81,81,1.431400E+01,1.900000E-02,3.544315E-07,8.663109E-01,1.699183E-02,1.438190E+01,8.351326E-03,1.431486E+01,1.429242E-02,1.428158E+01
7,0.105016,-48.655053,1.0725045627E+01,2.2042465330E+01,551113200002626,10.7250220,22.0424846,551,13,2,zg,213,213,232,232,1.393300E+01,2.100000E-02,1.999956E-07,9.690914E-01,1.691643E-02,1.398057E+01,1.030254E-02,1.393058E+01,1.576172E-02,1.388744E+01
8,3.572431,-105.201578,1.2296740250E+01,5.3765566084E+00,1494101100033061,12.2957784,5.3762964,1494,1,1,zg,1,1,1,1,2.103100E+01,1.350000E-01,0.000000E+00,0.000000E+00,null,2.157904E+01,0.000000E+00,2.157904E+01,2.233529E-01,2.157904E+01
9,0.273386,163.170814,1.5852439470E+01,-6.5371553117E+00,346113100001731,15.8524616,-6.5372280,346,13,1,zg,221,201,233,213,1.380200E+01,2.300000E-02,1.033403E-06,1.035065E+00,1.882776E-02,1.384783E+01,1.064873E-02,1.378492E+01,1.525296E-02,1.370744E+01
10,1.058212,49.288458,1.5959464909E+01,5.0761873723E+00,1495102300000949,15.9596886,5.0763791,1495,2,3,zg,52,52,53,53,1.404500E+01,1.600000E-02,9.000092E-07,5.567620E-01,1.082352E-02,1.409357E+01,5.767345E-03,1.406777E+01,1.535785E-02,1.403981E+01
11,0.229997,-58.401396,1.6171869027E+01,9.8283730249E+00,1495110200000598,16.1718138,9.8284065,1495,10,2,zg,52,52,53,53,1.429100E+01,1.500000E-02,2.433664E-07,1.234277E+00,1.142007E-02,1.434476E+01,7.751942E-03,1.431480E+01,9.311548E-03,1.428591E+01
12,1.456813,176.922723,1.9500233481E+01,1.6169486587E+01,552101100007738,19.5002561,16.1690825,552,1,1,zg,191,191,209,209,1.383000E+01,1.300000E-02,1.696367E-06,9.734144E-01,1.270797E-02,1.387667E+01,8.365631E-03,1.383841E+01,1.274163E-02,1.378972E+01
13,0.118910,25.139936,2.0938424638E+01,3.6963104398E+01,651116100005742,20.9384422,36.9631343,651,16,1,zg,607,399,650,427,1.299700E+01,1.800000E-02,1.799295E-07,1.153117E+00,1.241298E-02,1.299557E+01,7.764816E-03,1.294670E+01,9.983473E-03,1.289513E+01
14,0.070238,-46.967129,2.0961283478E+01,4.5025637786E+01,738103200008995,20.9612633,45.0256511,738,3,2,zg,285,276,358,347,1.249400E+01,1.800000E-02,1.637251E-07,9.357905E-01,1.619921E-02,1.254620E+01,7.485390E-03,1.246979E+01,1.185932E-02,1.231537E+01
15,0.047450,2.321170,2.2141053450E+01,1.3855891130E+01,502115400003734,22.1410540,13.8559043,502,15,4,zg,263,251,282,268,1.420300E+01,1.700000E-02,2.672801E-07,8.320395E-01,1.071851E-02,1.425881E+01,6.508827E-03,1.421614E+01,1.159799E-02,1.418622E+01
16,0.185882,154.299191,2.2350210306E+01,5.1145887926E+01,774101400019419,22.3502460,51.1458414,774,1,4,zg,314,307,336,327,1.333100E+01,1.700000E-02,3.168992E-07,8.684382E-01,1.087880E-02,1.341266E+01,6.224155E-03,1.337858E+01,1.062590E-02,1.333251E+01
17,0.892463,-155.520140,2.2350449736E+01,1.0381992921E+01,502107400001654,22.3503453,10.3817673,502,7,4,zg,268,255,290,275,1.441700E+01,1.300000E-02,1.727585E-06,7.049456E-01,1.137464E-02,1.448221E+01,7.973671E-03,1.444852E+01,1.676976E-02,1.441916E+01
18,1.724578,114.211514,2.4500065422E+01,-4.9972980390E+00,399102100005900,24.5005040,-4.9974945,399,2,1,zg,182,169,196,182,1.295200E+01,1.700000E-02,8.123118E-07,7.230294E-01,1.316836E-02,1.300368E+01,8.572102E-03,1.295437E+01,1.757743E-02,1.292292E+01
19,0.065699,174.411081,2.6978381860E+01,2.3661677763E+01,1600112200003438,26.9783838,23.6616596,1600,12,2,zg,68,68,72,72,1.389700E+01,2.400000E-02,1.324126E-07,8.762773E-01,9.073847E-03,1.395846E+01,5.692959E-03,1.393492E+01,9.632088E-03,1.391467E+01
20,0.685718,126.678241,2.7965393162E+01,6.4430367276E+01,807113400011164,27.9657471,64.4302535,807,13,4,zg,345,340,378,372,1.406100E+01,1.900000E-02,1.526539E-06,9.249991E-01,1.572437E-02,1.410089E+01,1.126862E-02,1.405081E+01,1.806148E-02,1.400346E+01
21,0.084490,34.836441,2.8211761511E+01,-1.6591902063E+01,1340101300001641,28.2117755,-16.5918828,1340,1,3,zg,52,7,55,7,1.331100E+01,1.200000E-02,3.533953E-07,8.287932E-01,1.494180E-02,1.335446E+01,7.613659E-03,1.332202E+01,1.361981E-02,1.327328E+01
22,0.068161,-0.791732,3.1734078970E+01,1.4649492868E+01,1549106100003076,31.7340787,14.6495118,1549,6,1,zg,52,52,58,58,1.318500E+01,1.700000E-02,1.809883E-07,9.401847E-01,1.146528E-02,1.322374E+01,6.864071E-03,1.319561E+01,1.082412E-02,1.317278E+01
23,1.118153,96.760602,3.2198803919E+01,2.5235568164E+01,604106100004631,32.1991449,25.2355316,604,6,1,zg,333,299,416,360,1.309300E+01,2.400000E-02,3.915577E-07,9.184297E-01,1.985511E-02,1.315285E+01,1.178837E-02,1.309414E+01,1.902969E-02,1.302807E+01
24,0.110402,-44.159028,3.2413798786E+01,-1.8173858701E+01,1291115300002008,32.4137763,-18.1738367,1291,15,3,zg,38,0,43,0,1.295500E+01,1.300000E-02,3.412913E-07,8.168376E-01,1.647227E-02,1.302597E+01,8.642197E-03,1.296594E+01,1.568601E-02,1.294186E+01
25,1.926247,106.619663,3.3118007854E+01,-8.0717141615E+00,349111100009901,33.1185257,-8.0718672,349,11,1,zg,138,131,151,144,1.288600E+01,2.000000E-02,2.098996E-06,1.813645E+00,4.385975E-02,1.301997E+01,1.768446E-02,1.291925E+01,1.445652E-02,1.272097E+01
26,0.116963,-117.387283,3.3776015864E+01,1.9176007454E+00,1445110200003610,33.7759870,1.9175858,1445,10,2,zg,41,30,42,31,1.422200E+01,2.300000E-02,2.556935E-07,1.116181E+00,1.600368E-02,1.426654E+01,8.462906E-03,1.424092E+01,1.124111E-02,1.420216E+01
27,0.080169,-15.803558,3.3959497458E+01,2.9345882573E+01,1649105200002161,33.9594905,29.3459040,1649,5,2,zg,74,74,77,77,1.385400E+01,1.500000E-02,7.811513E-08,5.902316E-01,9.243805E-03,1.391898E+01,4.679203E-03,1.387698E+01,1.175367E-02,1.385704E+01
28,0.114549,24.140833,3.4565815975E+01,1.8527220464E+01,555108200001560,34.5658297,18.5272495,555,8,2,zg,279,276,293,290,1.330000E+01,1.700000E-02,1.077906E-07,7.278001E-01,1.286739E-02,1.333761E+01,6.703377E-03,1.329358E+01,1.365544E-02,1.322875E+01
29,0.203370,56.672548,3.7569624899E+01,5.2639734622E+00,452112400001128,37.5696723,5.2640045,452,12,4,zg,306,232,337,258,1.265400E+01,1.500000E-02,2.327541E-07,1.291672E+00,1.715765E-02,1.272748E+01,1.124048E-02,1.267809E+01,1.290199E-02,1.261085E+01
30,0.835819,60.454568,3.8533284886E+01,-5.1938493871E+00,401102100005312,38.5334877,-5.1937349,401,2,1,zg,273,220,294,236,1.427500E+01,1.800000E-02,6.604245E-07,8.080631E-01,1.253834E-02,1.432853E+01,7.858276E-03,1.427825E+01,1.441803E-02,1.424727E+01
31,3.268573,20.418435,3.8782009171E+01,3.7324817091E+00,1446115300024486,38.7823266,3.7333326,1446,15,3,zg,0,0,0,0,1.616900E+01,2.790000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
32,0.058840,-72.372138,4.3453247191E+01,1.9166314850E+01,1602104400002611,43.4532307,19.1663198,1602,4,4,zg,68,68,72,72,1.404300E+01,1.200000E-02,7.884651E-08,1.139798E+00,1.440388E-02,1.405814E+01,8.490562E-03,1.401044E+01,1.104415E-02,1.398216E+01
33,0.213208,175.938768,4.7955200264E+01,1.9014964276E+01,1551113100000093,47.9552047,19.0149052,1551,13,1,zg,60,60,65,65,1.409600E+01,1.700000E-02,2.221047E-07,1.010425E+00,1.728705E-02,1.408331E+01,1.002264E-02,1.405173E+01,1.470626E-02,1.400574E+01
34,0.297539,147.239953,5.7209484370E+01,-9.7636039626E-01,404111100000535,57.2095291,-0.9764299,404,11,1,zg,231,209,248,225,1.381900E+01,1.400000E-02,1.003353E-06,9.523860E-01,1.708012E-02,1.391262E+01,9.154320E-03,1.384882E+01,1.425073E-02,1.380567E+01
35,0.292346,77.597940,6.5982603143E+01,1.6354077059E+01,559103100003485,65.9826858,16.3540945,559,3,1,zg,206,200,226,220,1.418400E+01,1.300000E-02,4.599988E-07,7.861710E-01,1.600787E-02,1.423639E+01,9.330750E-03,1.418585E+01,1.759639E-02,1.414102E+01
36,0.226512,-29.592569,6.7295253160E+01,-4.3223940127E+00,405105300003784,67.2952220,-4.3223393,405,5,3,zg,266,220,291,236,1.401000E+01,1.700000E-02,3.188516E-07,1.184550E+00,1.644294E-02,1.406526E+01,1.047373E-02,1.400914E+01,1.310907E-02,1.396124E+01
37,0.362202,-34.451768,6.7359061619E+01,-4.8123995647E+00,1398109100001912,67.3590045,-4.8123166,1398,9,1,zg,50,18,52,19,1.435100E+01,1.400000E-02,4.959113E-07,1.009839E+00,1.462387E-02,1.442580E+01,8.973598E-03,1.438221E+01,1.317464E-02,1.434958E+01
38,0.117969,-179.351019,7.6565914884E+01,1.4808051167E+01,510116100004999,76.5659145,14.8080184,510,16,1,zg,201,182,219,199,1.402400E+01,1.200000E-02,3.295914E-07,8.666487E-01,1.143650E-02,1.405969E+01,6.756783E-03,1.402033E+01,1.155902E-02,1.398627E+01
39,0.367209,-44.118437,7.8026307914E+01,-7.0140912776E-01,1452108300005690,78.0262369,-0.7013359,1452,8,3,zg,49,27,52,28,1.355100E+01,1.400000E-02,4.752291E-07,1.233616E+00,1.434247E-02,1.360367E+01,8.900642E-03,1.355959E+01,1.069708E-02,1.352662E+01
40,0.082168,-35.434186,8.0392899220E+01,2.8935653603E+01,1655105200015163,80.3928841,28.9356722,1655,5,2,zg,53,53,54,54,1.430100E+01,1.400000E-02,1.624023E-07,7.483024E-01,1.006659E-02,1.433853E+01,6.367683E-03,1.431406E+01,1.261619E-02,1.429001E+01
41,0.303409,-173.691684,8.1151073305E+01,-5.5868990300E+00,407101300000315,81.1510640,-5.5869828,407,1,3,zg,180,159,196,173,1.371700E+01,1.200000E-02,9.629289E-07,1.015238E+00,1.728717E-02,1.379293E+01,8.657932E-03,1.373496E+01,1.264359E-02,1.365732E+01
42,0.921899,29.056703,8.7831675026E+01,-1.7152175238E-01,1453107400001283,87.8317994,-0.1712979,1453,7,4,zg,44,19,51,25,1.482900E+01,1.300000E-02,4.646361E-07,7.818807E-01,1.721307E-02,1.486237E+01,9.384632E-03,1.482822E+01,1.779511E-02,1.476487E+01
43,0.133017,2.561388,9.0207180140E+01,5.8516905877E+00,1506103100004585,90.2071818,5.8517275,1506,3,1,zg,45,41,48,44,1.442600E+01,1.600000E-02,2.701037E-07,6.650203E-01,2.034957E-02,1.445911E+01,6.021500E-03,1.443595E+01,1.342436E-02,1.433219E+01
44,0.018629,-173.856542,9.3355920471E+01,3.4348390245E+01,1703104100010508,93.3559198,34.3483851,1703,4,1,zg,47,47,53,53,1.353300E+01,1.300000E-02,2.585684E-07,7.611245E-01,8.296244E-03,1.357013E+01,4.986763E-03,1.355195E+01,9.713752E-03,1.353022E+01
45,0.014564,55.201362,1.0157653399E+02,2.9336952691E+01,1658106100004379,101.5765378,29.3369550,1658,6,1,zg,50,50,53,53,1.338100E+01,1.500000E-02,4.779805E-07,8.193462E-01,2.770421E-02,1.342057E+01,2.391815E-02,1.337710E+01,4.327969E-02,1.331180E+01
46,1.747799,71.484257,1.0190700343E+02,3.7511682824E+01,1704112400035006,101.9075838,37.5118370,1704,12,4,zg,0,0,0,0,1.783100E+01,2.880000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
47,6.593941,59.506224,1.0246827043E+02,8.2438963898E-01,1455106200027163,102.4698489,0.8253191,1455,6,2,zg,43,12,52,13,1.577300E+01,1.700000E-02,7.592739E-07,2.134854E+00,4.457593E-02,1.590759E+01,2.640438E-02,1.581119E+01,1.833715E-02,1.571191E+01
48,8.103421,-91.240230,1.0430254345E+02,5.5575947248E+00,1508103100039553,104.3002824,5.5575460,1508,3,1,zg,23,12,24,12,1.774500E+01,1.050000E-01,3.593814E-06,5.508471E+00,2.409810E-01,1.906030E+01,1.274719E-01,1.841829E+01,3.430896E-02,1.784542E+01
49,6.875830,-43.062470,1.0703901124E+02,3.8891496182E+01,706106300025376,107.0373357,38.8928916,706,6,3,zg,0,0,0,0,1.766000E+01,1.160000E-01,8.323577E-222,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
50,0.132423,-108.596647,1.0754622122E+02,4.0605921531E+01,1746103300012370,107.5461753,40.6059098,1746,3,3,zg,46,46,52,52,1.389300E+01,1.500000E-02,3.731108E-07,7.391439E-01,1.092191E-02,1.393223E+01,5.405903E-03,1.391012E+01,1.084334E-02,1.387716E+01
51,4.183785,-154.881786,1.1127754989E+02,-1.3937249139E+01,309113100045700,111.2770416,-13.9383014,309,13,1,zg,1,1,3,3,1.500300E+01,1.600000E-01,0.000000E+00,0.000000E+00,null,1.815145E+01,0.000000E+00,1.815145E+01,3.994155E-02,1.815145E+01
52,0.072045,-14.045591,1.1190714329E+02,2.3303458386E+01,1611110300001827,111.9071380,23.3034778,1611,10,3,zg,47,39,52,44,1.396500E+01,1.500000E-02,2.343687E-07,8.315791E-01,1.086539E-02,1.399514E+01,7.859230E-03,1.396546E+01,1.401201E-02,1.394197E+01
53,0.172732,-92.755888,1.1403271616E+02,1.4747349707E+01,1561107200005663,114.0326666,14.7473474,1561,7,2,zg,45,32,54,37,1.381100E+01,1.600000E-02,3.005048E-07,6.977360E-01,1.019235E-02,1.382946E+01,5.145073E-03,1.380661E+01,1.093262E-02,1.378251E+01
54,null,null,1.1914309615E+02,-6.4592184921E-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
55,0.244621,117.701454,1.2315787858E+02,1.7616675388E+01,567107400002215,123.1579417,17.6166438,567,7,4,zg,221,182,249,207,1.328900E+01,1.100000E-02,8.552881E-07,7.949388E-01,1.114332E-02,1.335295E+01,6.188393E-03,1.328393E+01,1.154166E-02,1.326212E+01
56,0.119077,-4.733255,1.3026613083E+02,3.3546300359E+00,465107400001459,130.2661281,3.3546630,465,7,4,zg,209,173,233,194,1.419500E+01,1.400000E-02,4.376672E-07,9.140254E-01,1.233796E-02,1.425842E+01,7.186890E-03,1.420650E+01,1.165753E-02,1.416075E+01
57,0.208043,-174.600044,1.3072086781E+02,2.3006690833E+01,1614112400002981,130.7208619,23.0066333,1614,12,4,zg,16,14,19,15,1.425700E+01,1.300000E-02,2.583087E-07,1.279978E+00,1.380464E-02,1.425547E+01,7.311821E-03,1.422268E+01,8.469290E-03,1.420357E+01
58,null,null,1.3821526075E+02,2.7342054094E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
59,3.988913,-135.675370,1.3897555325E+02,5.3418310584E+01,785106400002652,138.9742542,53.4175179,785,6,4,zg,95,95,103,103,1.396000E+01,1.900000E-02,1.551309E-06,5.414228E-01,1.380282E-02,1.400210E+01,8.057594E-03,1.395696E+01,2.206443E-02,1.392683E+01
60,0.062513,38.626410,1.4629952934E+02,-3.1559913659E+00,417108200001822,146.2995402,-3.1559778,417,8,2,zg,198,160,219,179,1.375600E+01,8.000000E-03,7.593764E-07,1.233621E+00,1.659999E-02,1.381861E+01,9.838581E-03,1.377952E+01,1.182428E-02,1.371644E+01
61,1.023280,0.694114,1.4666279112E+02,4.3915784877E+01,1750106200000584,146.6627959,43.9160691,1750,6,2,zg,33,22,40,27,1.323700E+01,1.300000E-02,1.324068E-06,8.583222E-01,1.973791E-02,1.328394E+01,9.665489E-03,1.322884E+01,1.669542E-02,1.318958E+01
62,0.164100,-142.588213,1.4719399220E+02,2.4356707906E+01,619105400002824,147.1939618,24.3566717,619,5,4,zg,214,183,228,194,1.410800E+01,9.000000E-03,4.250495E-07,9.430374E-01,1.382618E-02,1.418078E+01,7.525444E-03,1.411880E+01,1.183116E-02,1.408117E+01
63,null,null,1.5240050034E+02,6.3976670920E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
64,0.385282,-68.430500,1.5624865567E+02,4.7696324553E+00,469111300003600,156.2485558,4.7696718,469,11,3,zg,40,28,45,33,1.417800E+01,1.000000E-02,1.044325E-06,1.590921E+00,2.511443E-02,1.422047E+01,1.350689E-02,1.418014E+01,1.258725E-02,1.406594E+01
65,0.237166,-105.668088,1.5729040307E+02,2.0979113917E+00,469103100001845,157.2903396,2.0978936,469,3,1,zg,142,131,173,148,1.416500E+01,1.100000E-02,4.141537E-07,8.125927E-01,1.382794E-02,1.422219E+01,7.435322E-03,1.417422E+01,1.356597E-02,1.410610E+01
66,0.099421,-46.649159,1.5804117246E+02,5.3493053642E+01,787107400002213,158.0411387,53.4930726,787,7,4,zg,459,375,503,419,1.424500E+01,1.300000E-02,4.153349E-07,9.147802E-01,1.526974E-02,1.431022E+01,8.491516E-03,1.424146E+01,1.376235E-02,1.419289E+01
67,0.055057,149.817316,1.5910523460E+02,4.6141481820E+01,752106400003314,159.1052457,46.1414686,752,6,4,zg,364,283,440,352,1.418900E+01,1.600000E-02,7.238703E-07,1.028158E+00,2.284466E-02,1.424306E+01,1.559687E-02,1.418064E+01,2.249062E-02,1.411095E+01
68,0.357795,-48.198019,1.5926544729E+02,-1.3851754759E-01,418113300001541,159.2653732,-0.1384513,418,13,3,zg,160,132,168,140,1.297900E+01,1.200000E-02,7.249729E-07,8.949450E-01,1.767015E-02,1.304803E+01,1.218224E-02,1.299290E+01,2.018156E-02,1.294322E+01
69,0.317845,-73.374634,1.6367976115E+02,2.7115694239E+01,622112100003837,163.6796661,27.1157195,622,12,1,zg,219,199,237,214,1.392100E+01,1.000000E-02,6.840873E-07,1.175167E+00,1.586043E-02,1.395817E+01,9.983063E-03,1.391920E+01,1.259471E-02,1.386068E+01
70,0.533324,-124.785272,1.6692651325E+02,5.9974163018E+01,818102200000974,166.9262701,59.9740785,818,2,2,zg,449,371,499,420,1.369500E+01,1.300000E-02,5.307005E-07,1.097131E+00,1.629226E-02,1.373493E+01,9.469032E-03,1.367840E+01,1.279591E-02,1.360281E+01
71,0.122001,-48.199711,1.7157945016E+02,1.8654447312E+01,1569114200001881,171.5794235,18.6544699,1569,14,2,zg,21,17,22,18,1.392600E+01,1.500000E-02,5.782807E-07,6.121928E-01,8.746257E-03,1.394024E+01,5.165100E-03,1.392652E+01,1.250877E-02,1.390472E+01
72,0.104538,72.645525,1.7311421517E+02,1.5291688238E+01,523114200000776,173.1142439,15.2916969,523,14,2,zg,216,205,234,223,1.397000E+01,1.300000E-02,6.633473E-07,8.551247E-01,1.693054E-02,1.405618E+01,9.657860E-03,1.398827E+01,1.674462E-02,1.393390E+01
73,0.089861,-81.224570,1.7413952113E+02,7.5114906092E+01,861107300002226,174.1394251,75.1149099,861,7,3,zg,369,361,418,410,1.299300E+01,1.100000E-02,5.382218E-07,7.047503E-01,1.692679E-02,1.306892E+01,8.778572E-03,1.301684E+01,1.846769E-02,1.294377E+01
74,0.409062,-61.368520,1.7427051073E+02,2.9799468952E+01,623114200000331,174.2703958,29.7995234,623,14,2,zg,276,233,389,334,1.236600E+01,1.900000E-02,7.716775E-07,8.791107E-01,1.415531E-02,1.240017E+01,8.778572E-03,1.235011E+01,1.480486E-02,1.228636E+01
75,0.128101,-16.028305,1.7599712701E+02,7.4847893997E+00,472116100002874,175.9971171,7.4848236,472,16,1,zg,155,144,165,154,1.407000E+01,1.200000E-02,4.488958E-07,1.236610E+00,1.583707E-02,1.412349E+01,9.399414E-03,1.408686E+01,1.126917E-02,1.402689E+01
76,0.523422,-150.082000,1.7648532005E+02,3.1824025920E+01,670105400002902,176.4852347,31.8238999,670,5,4,zg,410,339,444,370,1.355600E+01,1.900000E-02,1.104940E-06,9.450006E-01,1.389873E-02,1.365194E+01,8.822441E-03,1.358670E+01,1.384142E-02,1.353288E+01
77,0.363560,5.940229,1.7701326338E+02,1.8513212453E+01,575108200001574,177.0132744,18.5133129,575,8,2,zg,295,280,314,298,1.406300E+01,2.000000E-02,3.644117E-07,9.215775E-01,1.423977E-02,1.411327E+01,8.532524E-03,1.406825E+01,1.372681E-02,1.401034E+01
78,0.127934,-84.447162,1.8116007061E+02,6.0535424661E+01,819106300003218,181.1599987,60.5354281,819,6,3,zg,637,553,746,650,1.327900E+01,1.200000E-02,5.352384E-07,9.507657E-01,2.306601E-02,1.336339E+01,1.507473E-02,1.329834E+01,2.350715E-02,1.322575E+01
79,0.064876,92.356810,1.8335271613E+02,5.3065726241E+01,1792112100000216,183.3527461,53.0657255,1792,12,1,zg,30,24,32,26,1.388700E+01,1.200000E-02,1.053069E-06,1.487034E+00,2.070316E-02,1.392724E+01,1.348591E-02,1.388003E+01,1.344570E-02,1.383000E+01
80,0.478555,-76.808747,1.8789286597E+02,-1.5356778354E+00,422109200003139,187.8927365,-1.5356475,422,9,2,zg,122,115,141,134,1.429000E+01,1.000000E-02,8.895586E-07,1.074193E+00,1.832356E-02,1.433259E+01,1.039934E-02,1.428529E+01,1.435316E-02,1.422156E+01
81,0.228738,19.056279,1.8872776951E+02,3.7628977644E+01,1714110300001128,188.7277957,37.6290377,1714,10,3,zg,22,18,23,19,1.388900E+01,1.100000E-02,6.533596E-07,2.060055E+00,3.133314E-02,1.395484E+01,2.131224E-02,1.391084E+01,1.533819E-02,1.384848E+01
82,0.175308,-85.914422,1.8918752438E+02,4.7922565131E+01,755109300003384,189.1874519,47.9225686,755,9,3,zg,531,420,577,461,1.415200E+01,1.100000E-02,5.235404E-07,1.405809E+00,2.265254E-02,1.424973E+01,1.582718E-02,1.417063E+01,1.669173E-02,1.408143E+01
83,null,null,1.8980842857E+02,7.8834521983E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
84,null,null,1.8980841277E+02,7.8832328971E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
85,0.299306,-154.900091,1.9111880088E+02,-1.3168320104E+00,423111200002357,191.1187656,-1.3169073,423,11,2,zg,124,120,132,127,1.383700E+01,1.300000E-02,8.039765E-07,1.087339E+00,1.398745E-02,1.387965E+01,8.131981E-03,1.383491E+01,1.108805E-02,1.380637E+01
86,0.286057,-59.196922,1.9251828969E+02,5.5100401009E+01,790110300003980,192.5181704,55.1004417,790,10,3,zg,544,442,711,582,1.243500E+01,2.500000E-02,1.552130E-06,1.920604E+00,3.970658E-02,1.253711E+01,2.027321E-02,1.243419E+01,1.564980E-02,1.227361E+01
87,0.234102,-165.867901,1.9425949293E+02,2.2030385260E+01,577115100002307,194.2594758,22.0303222,577,15,1,zg,371,293,394,309,1.312300E+01,1.100000E-02,1.369410E-06,8.174535E-01,1.267764E-02,1.320342E+01,6.719589E-03,1.314682E+01,1.218719E-02,1.310190E+01
88,0.315129,-34.690915,1.9613333294E+02,5.9459415225E+01,820102100002935,196.1332349,59.4594872,820,2,1,zg,642,521,718,592,1.429800E+01,1.200000E-02,8.637046E-07,9.177951E-01,1.546530E-02,1.438172E+01,8.611202E-03,1.432511E+01,1.391048E-02,1.426075E+01
89,0.399008,98.378710,1.9824286778E+02,5.8086104651E+01,790113100002115,198.2430752,58.0860885,790,13,1,zg,623,502,706,577,1.407700E+01,1.400000E-02,1.574495E-06,1.527283E+00,3.492726E-02,1.414079E+01,2.357197E-02,1.405983E+01,2.288234E-02,1.392347E+01
90,0.557258,-106.255361,1.9909025167E+02,2.9098249030E+01,1671107100002177,199.0900816,29.0982057,1671,7,1,zg,23,17,25,19,1.266000E+01,1.900000E-02,8.076170E-07,1.370978E+00,2.319625E-02,1.268511E+01,1.066589E-02,1.266149E+01,1.153428E-02,1.260945E+01
91,0.904622,-66.129393,1.9980435086E+02,4.5086562713E+01,1756111300000074,199.8040254,45.0866644,1756,11,3,zg,9,9,13,13,1.405000E+01,2.100000E-02,1.161327E-06,1.180317E+00,1.455774E-02,1.402238E+01,1.077080E-02,1.399605E+01,1.352924E-02,1.398274E+01
92,0.251360,-78.555552,2.0400669564E+02,4.8479322946E+01,757111400001061,204.0065924,48.4793368,757,11,4,zg,726,591,790,647,1.396100E+01,1.100000E-02,6.287736E-07,8.982694E-01,5.454828E-02,1.540227E+01,7.756233E-03,1.397697E+01,1.280172E-02,1.392746E+01
93,0.638579,-36.871862,2.0650700408E+02,5.7009951197E+01,791113300003760,206.5068086,57.0100931,791,13,3,zg,714,602,773,658,1.338500E+01,1.500000E-02,2.043612E-06,9.600804E-01,1.851742E-02,1.344303E+01,1.189899E-02,1.337603E+01,1.837497E-02,1.330088E+01
94,0.150536,-20.571628,2.1213412820E+02,5.9673756951E+01,821101200001497,212.1340991,59.6737961,821,1,2,zg,712,565,773,622,1.320900E+01,1.000000E-02,5.580759E-07,9.389672E-01,1.758881E-02,1.336443E+01,8.753300E-03,1.321873E+01,1.382119E-02,1.312568E+01
95,0.397430,-178.515834,2.1261235048E+02,3.2142181960E+01,675106300001210,212.6123471,32.1420716,675,6,3,zg,422,305,491,356,1.384300E+01,1.300000E-02,2.183486E-06,1.022094E+00,2.303713E-02,1.389758E+01,1.526546E-02,1.383960E+01,2.214333E-02,1.377543E+01
96,0.435604,-16.102407,2.1337401950E+02,2.1628212046E+01,580116400000686,213.3739834,21.6283283,580,16,4,zg,288,205,315,228,1.433200E+01,1.100000E-02,8.474511E-07,1.114632E+00,4.524794E-02,1.506579E+01,8.719444E-03,1.434321E+01,1.159795E-02,1.430449E+01
